route_id,routename,Month_Beginning,Avg_Weekday_Rides,Avg_Saturday_Rides,Avg_Sunday-Holiday_Rides,MonthTotal,centroid_lat,centroid_lon,client_id
66,Chicago,2005-06-01,21528.0,16551.4,10928.2,583534,41.894955418367346,-87.75548676870748,1
67,67th-69th-71st,2005-06-01,13797.8,10150.9,7950.5,375958,41.76742007088414,-87.65544472865854,7
68,Northwest Highway,2005-06-01,1454.1,723.2,290.5,36045,41.99076776470588,-87.79600088071896,6
70,Division,2005-06-01,10523.3,7221.2,6134.7,284937,41.902938229952824,-87.69604348820755,1
71,71st/South Shore,2005-06-01,11374.4,8480.5,6696.3,310943,41.74483280141287,-87.57029791679749,2
72,North,2005-06-01,15863.9,13836.0,9951.3,444155,41.91005346877602,-87.72004403746878,1
73,Armitage,2005-06-01,5725.3,3123.3,1982.4,146378,41.916391976294996,-87.68754897980685,1
74,Fullerton,2005-06-01,12374.6,10086.6,7440.6,342350,41.92451706951219,-87.72564805365853,1
75,74th-75th,2005-06-01,7033.3,5619.4,3867.0,192678,41.757461065693434,-87.62657061719383,7
76,Diversey,2005-06-01,12332.2,7955.8,5737.5,326081,41.93162639941691,-87.71702104664723,1
77,Belmont,2005-06-01,21199.6,16332.1,11913.9,579376,41.938922492341355,-87.69508701641139,1
78,Montrose,2005-06-01,8947.6,6294.5,4692.1,240793,41.96095534585153,-87.72573755109171,6
79,79th,2005-06-01,31382.5,24294.1,18069.1,859868,41.75099047742364,-87.64993755511288,7
80,Irving Park,2005-06-01,12361.6,10186.4,7165.4,341363,41.95343202188184,-87.74565515390226,1
81,Lawrence,2005-06-01,14220.6,11997.2,9185.6,397584,41.96846732520325,-87.7049734622532,6
81W,West Lawrence,2005-06-01,1654.2,768.4,634.9,42006,41.970650863442394,-87.81219350355619,6
82,Kimball-Homan,2005-06-01,17877.4,11999.6,8459.3,475138,41.91848044162735,-87.7131730678066,1
84,Peterson,2005-06-01,4126.1,1932.3,1023.3,102597,41.99035149163449,-87.71291537451737,6
85,Central,2005-06-01,11602.3,8279.0,5931.4,312092,41.931749138020834,-87.7660684453125,1
85A,North Central,2005-06-01,939.8,690.9,0.0,23439,41.99034514150944,-87.76759155896227,6
86,Narragansett/Ridgeland,2005-06-01,1547.9,0.0,0.0,34054,41.94372222232143,-87.78625384821429,1
87,87th,2005-06-01,15755.3,11452.9,6962.0,420275,41.7363219310987,-87.61182466014897,2
88,Higgins,2005-06-01,1744.8,783.9,618.1,43994,41.98083891774892,-87.79662570779222,6
90,Harlem,2005-06-01,4903.3,4168.0,2498.7,134539,41.93290927759563,-87.806272884153,1
91,Austin,2005-06-01,8693.7,4674.4,2869.2,221437,41.922064203910615,-87.77469446834264,1
92,Foster,2005-06-01,7588.3,4070.9,2747.3,194215,41.97553821244926,-87.71099686874155,6
93,California/Dodge,2005-06-01,2956.7,1673.1,0.0,71740,41.994591682428485,-87.69917861237596,6
94,South California,2005-06-01,10938.5,6034.5,4451.9,282592,41.84402417050438,-87.6927409424342,5
96,Lunt,2005-06-01,971.1,0.0,0.0,21365,42.007895844943825,-87.69302311460675,6
97,Skokie,2005-06-01,3400.9,2615.5,2115.8,93745,42.03062502588235,-87.72305241529412,6
100,Jeffery Manor Express,2005-06-01,777.0,0.0,0.0,17094,41.71237291281513,-87.56646247058823,2
103,West 103rd,2005-06-01,3369.2,1761.3,1159.5,85805,41.70873327922971,-87.66023258734526,2
106,East 103rd,2005-06-01,1604.9,595.0,302.8,38899,41.71061450131926,-87.60840132981531,2
108,Halsted/95th,2005-06-01,2307.2,0.0,0.0,50759,41.68358077969762,-87.64205396112311,2
111,Pullman/111th/115th,2005-06-01,5673.3,3101.3,2358.4,146651,41.69988641471572,-87.6326567541806,2
112,Vincennes/111th,2005-06-01,3098.7,1319.9,1050.1,77650,41.69156394879518,-87.69255675903614,2
119,Michigan/119th,2005-06-01,5640.9,3342.0,3217.2,150337,41.69011609228971,-87.63521464836448,2
120,Ogilvie/Wacker Express,2005-06-01,1735.7,0.0,0.0,38186,41.888464093495934,-87.62822727642276,4
121,Union/Wacker Express,2005-06-01,1735.2,0.0,0.0,38174,41.88603991634981,-87.63126987452472,4
124,Navy Pier,2005-06-01,1362.5,1764.1,1174.7,41731,41.8857488802589,-87.6256503592233,4
125,Water Tower Express,2005-06-01,3043.8,0.0,0.0,66963,41.88733831147541,-87.63450946994536,4
126,Jackson,2005-06-01,8761.5,4824.0,3571.5,226334,41.87703924742268,-87.69833780491673,5
134,Stockton/LaSalle Express,2005-06-01,1795.6,0.0,0.0,39502,41.90604431349206,-87.62789051587302,4
135,Clarendon/LaSalle Express,2005-06-01,2513.2,0.0,0.0,55290,41.91916866069651,-87.63220687363184,4
136,Sheridan/LaSalle Express,2005-06-01,1521.4,0.0,0.0,33471,41.93659799649431,-87.63807529272567,4
143,Stockton/Michigan Express,2005-06-01,909.9,0.0,0.0,20018,41.90857480745342,-87.62898823136646,4
146,Inner Drive/Michigan Express,2005-06-01,8646.6,7103.9,5572.4,240931,41.909313351541854,-87.63023937621145,4
147,Outer Drive Express,2005-06-01,11756.3,7690.5,5405.4,311021,41.94978855037187,-87.6424022204192,4
148,Clarendon/Michigan Express,2005-06-01,1854.5,0.0,0.0,40799,41.92549256585366,-87.63506511609755,4
151,Sheridan,2005-06-01,21230.6,17848.7,12071.6,586754,41.93797105971049,-87.64200677020507,4
152,Addison,2005-06-01,11341.4,5492.7,3744.6,286461,41.94578617056856,-87.77585209364548,1
155,Devon,2005-06-01,6066.7,5008.3,4037.8,169651,41.99942776973685,-87.67911623464911,6
156,LaSalle,2005-06-01,8953.0,0.0,0.0,196966,41.91054481885857,-87.63572922952854,4
157,Streeterville/Taylor,2005-06-01,3232.8,0.0,0.0,71123,41.872754388790035,-87.66236111209965,5
169,69th-UPS Express,2005-06-01,243.3,0.0,0.0,5353,41.74927048829613,-87.7551320397387,3
171,U. of Chicago/Hyde Park,2005-06-01,563.5,289.9,250.6,13768,41.793179976351354,-87.59417782770271,0
172,U. of Chicago/Kenwood,2005-06-01,458.2,109.9,178.8,10767,41.79624544061303,-87.59702345977011,0
201,Central/Ridge,2005-06-01,1414.4,846.3,224.6,35400,42.050306421180274,-87.69875863783346,6
206,Evanston Circulator,2005-06-01,1000.2,0.0,0.0,22004,42.04167457817419,-87.69702300839455,6
1,Indiana/Hyde Park,2005-07-01,2780.0,0.0,0.0,55601,41.86270845009074,-87.62751832486389,4
2,Hyde Park Express,2005-07-01,2292.5,0.0,0.0,45849,41.83797426358696,-87.60603438043478,0
3,King Drive,2005-07-01,22112.1,16986.1,10726.8,591533,41.81207199935107,-87.61900935561324,0
4,Cottage Grove,2005-07-01,23626.7,18693.4,13331.6,645991,41.79346131587302,-87.61174186507937,0
X4,Cottage Grove Express,2005-07-01,313.5,0.0,0.0,6270,41.798583813901345,-87.61315383744395,0
6,Jackson Park Express,2005-07-01,11189.2,10535.7,7324.5,320411,41.81521174333877,-87.59344591789015,0
7,Harrison,2005-07-01,4823.2,0.0,0.0,96463,41.87511370790816,-87.66249154846939,5
8,Halsted,2005-07-01,17973.7,12825.5,9329.5,479578,41.852703962273644,-87.64741231690141,5
8A,South Halsted,2005-07-01,3203.3,2696.3,2465.7,92342,41.71725633639495,-87.64205832721011,2
9,Ashland,2005-07-01,28483.3,24304.7,17884.0,798495,41.847488411901445,-87.66614635704323,5
11,Lincoln/Sedgwick,2005-07-01,3135.0,1713.6,1462.4,80042,41.99252418870968,-87.70289943387097,6
12,Roosevelt,2005-07-01,11120.1,7582.7,6437.9,298943,41.86665699568966,-87.69360280517242,5
15,Jeffery Local,2005-07-01,7307.5,5553.0,3168.5,192927,41.76439597352746,-87.58755362144275,0
18,16th/18th,2005-07-01,1321.1,957.0,685.8,35323,41.8588593442029,-87.72437428623189,5
20,Madison,2005-07-01,21915.8,15137.9,10640.6,577850,41.881294665647296,-87.69337781549439,5
21,Cermak,2005-07-01,6367.3,6968.7,4610.5,189853,41.851482421323055,-87.7081956056519,5
22,Clark,2005-07-01,19781.3,16489.9,12439.3,552711,41.94712498175182,-87.65297887226278,4
24,Wentworth,2005-07-01,3051.9,0.0,0.0,61037,41.81418132816137,-87.63115587509697,0
26,South Shore Express,2005-07-01,2231.2,0.0,0.0,44623,41.78100415245283,-87.57703864943396,0
28,Stony Island,2005-07-01,8454.6,5974.4,3510.6,220028,41.80139024593967,-87.59824213689096,0
29,State,2005-07-01,15561.0,13712.2,11264.7,447368,41.81664578911564,-87.62584710827664,0
30,South Chicago,2005-07-01,2915.6,1921.1,658.1,71866,41.70633345603752,-87.55784333645956,2
34,South Michigan,2005-07-01,5093.9,4388.5,2869.5,141038,41.685294710353865,-87.61780620314549,2
35,35th,2005-07-01,5397.2,3173.0,2143.5,136670,41.83288785258964,-87.68449886155378,5
36,Broadway,2005-07-01,14393.3,13595.1,9485.3,412753,41.93648539526542,-87.64466189454807,4
37,Sedgwick,2005-07-01,2097.3,0.0,0.0,41947,41.90034350930626,-87.63841551776649,4
39,Pershing,2005-07-01,1671.1,0.0,0.0,33421,41.824165926689574,-87.65635449026347,5
43,43rd,2005-07-01,1204.8,739.9,300.7,29601,41.816307030501086,-87.62689561220044,0
44,Wallace-Racine,2005-07-01,5411.6,2929.4,1739.4,133317,41.79913625199203,-87.64913145219123,7
47,47th,2005-07-01,11498.1,8989.0,6316.2,312803,41.80519930159706,-87.68395456142505,7
48,South Damen,2005-07-01,926.5,0.0,0.0,18530,41.77432695428572,-87.67480585428571,7
49,Western,2005-07-01,18038.8,22061.8,14652.1,558997,41.8634918214649,-87.68599027873856,5
49B,North Western,2005-07-01,4938.1,3535.8,2681.3,132530,41.99245736165577,-87.68971186056645,6
X49,Western Express,2005-07-01,11022.3,0.0,0.0,220446,41.863894052938065,-87.6859992599259,5
50,Damen,2005-07-01,7609.2,4319.7,2840.8,190828,41.91504755564648,-87.67671287397708,4
51,51st,2005-07-01,2362.4,1694.2,1300.2,63520,41.802107210526316,-87.66349260526316,7
52,Kedzie/California,2005-07-01,10599.5,7845.2,5334.7,283224,41.84108998082454,-87.70487544199425,5
52A,South Kedzie,2005-07-01,6411.8,4176.4,3218.1,168426,41.741102609879036,-87.70325261088709,7
53,Pulaski,2005-07-01,21342.2,16307.5,11037.8,574608,41.87115787077949,-87.72562793830762,5
53A,South Pulaski,2005-07-01,8470.5,3357.0,2193.4,199355,41.741355448705654,-87.72179026653883,3
54,Cicero,2005-07-01,11915.0,10705.2,6865.9,333021,41.902075903189065,-87.74587446241458,1
54A,North Cicero/Skokie Blvd.,2005-07-01,1201.5,0.0,0.0,24031,42.010730629310345,-87.74814805555555,6
54B,South Cicero,2005-07-01,4744.6,4230.3,2626.9,131805,41.80321414405987,-87.743139,3
55,Garfield,2005-07-01,13201.4,11384.0,8937.8,374574,41.79341361610738,-87.6622817771812,7
55N,55th/Narragansett,2005-07-01,721.5,156.5,0.0,15213,41.789007552962296,-87.76397602513465,3
56,Milwaukee,2005-07-01,13871.7,9792.2,6033.7,362597,41.92085398073836,-87.69395108105938,1
57,Laramie,2005-07-01,2867.2,1804.5,791.8,71117,41.89084842175573,-87.75444982633587,1
59,59th/61st,2005-07-01,3335.1,1486.7,0.0,74137,41.786643209703946,-87.65843892845395,7
60,Blue Island/26th,2005-07-01,13279.2,9359.0,7501.9,357390,41.86002097867804,-87.67448119474058,5
62,Archer,2005-07-01,13733.0,8400.0,6410.9,355125,41.831196224383916,-87.68645058819715,5
62H,Archer/Harlem,2005-07-01,1128.7,576.1,0.0,25455,41.789729205,-87.77199206833333,3
63,63rd,2005-07-01,18965.7,15282.8,12598.8,531320,41.77979564413681,-87.66852664820847,7
63W,West 63rd,2005-07-01,2136.9,804.7,625.2,50513,41.77875761893765,-87.77166333949192,3
65,Grand,2005-07-01,6867.8,4483.4,3135.9,178588,41.90243625119237,-87.70207508505564,1
66,Chicago,2005-07-01,20923.5,16707.4,11107.1,568650,41.894955418367346,-87.75548676870748,1
67,67th-69th-71st,2005-07-01,12687.3,10341.4,7683.0,351551,41.76742007088414,-87.65544472865854,7
68,Northwest Highway,2005-07-01,1253.0,648.6,307.1,30147,41.99076776470588,-87.79600088071896,6
70,Division,2005-07-01,9947.2,7302.7,5618.3,269168,41.902938229952824,-87.69604348820755,1
71,71st/South Shore,2005-07-01,10757.6,9156.8,6665.1,300926,41.74483280141287,-87.57029791679749,2
72,North,2005-07-01,15850.5,13031.0,10449.4,444861,41.91005346877602,-87.72004403746878,1
73,Armitage,2005-07-01,5251.5,2728.9,1679.8,128753,41.916391976294996,-87.68754897980685,1
74,Fullerton,2005-07-01,11790.6,9843.6,6673.3,325070,41.92451706951219,-87.72564805365853,1
75,74th-75th,2005-07-01,6819.3,5279.0,3979.3,186657,41.757461065693434,-87.62657061719383,7
76,Diversey,2005-07-01,12073.4,7865.0,5177.2,311856,41.93162639941691,-87.71702104664723,1
77,Belmont,2005-07-01,20918.4,16328.7,11486.1,568929,41.938922492341355,-87.69508701641139,1
78,Montrose,2005-07-01,9187.6,5865.7,4603.3,240700,41.96095534585153,-87.72573755109171,6
79,79th,2005-07-01,29927.7,24840.1,17713.9,829038,41.75099047742364,-87.64993755511288,7
80,Irving Park,2005-07-01,12011.2,9720.6,7044.1,331091,41.95343202188184,-87.74565515390226,1
81,Lawrence,2005-07-01,14253.4,11666.5,9172.8,398437,41.96846732520325,-87.7049734622532,6
81W,West Lawrence,2005-07-01,1647.9,998.8,483.7,40855,41.970650863442394,-87.81219350355619,6
82,Kimball-Homan,2005-07-01,16928.4,12047.4,8086.1,447322,41.91848044162735,-87.7131730678066,1
84,Peterson,2005-07-01,3841.3,1861.1,1059.4,92488,41.99035149163449,-87.71291537451737,6
85,Central,2005-07-01,11620.8,7871.8,5529.4,304952,41.931749138020834,-87.7660684453125,1
85A,North Central,2005-07-01,917.3,362.4,0.0,20158,41.99034514150944,-87.76759155896227,6
86,Narragansett/Ridgeland,2005-07-01,1441.6,0.0,0.0,28832,41.94372222232143,-87.78625384821429,1
87,87th,2005-07-01,15009.0,10615.0,6946.9,394936,41.7363219310987,-87.61182466014897,2
88,Higgins,2005-07-01,1626.2,769.2,565.5,39763,41.98083891774892,-87.79662570779222,6
90,Harlem,2005-07-01,4917.0,4369.7,2253.2,133708,41.93290927759563,-87.806272884153,1
91,Austin,2005-07-01,8216.1,4799.9,2843.3,205381,41.922064203910615,-87.77469446834264,1
92,Foster,2005-07-01,6830.7,4228.0,2882.4,175048,41.97553821244926,-87.71099686874155,6
93,California/Dodge,2005-07-01,2859.7,1518.5,0.0,64787,41.994591682428485,-87.69917861237596,6
94,South California,2005-07-01,10457.3,5520.2,4316.6,262647,41.84402417050438,-87.6927409424342,5
96,Lunt,2005-07-01,999.2,0.0,0.0,19984,42.007895844943825,-87.69302311460675,6
97,Skokie,2005-07-01,3336.5,2353.2,1960.5,90259,42.03062502588235,-87.72305241529412,6
100,Jeffery Manor Express,2005-07-01,733.6,0.0,0.0,14671,41.71237291281513,-87.56646247058823,2
103,West 103rd,2005-07-01,3116.1,1713.7,1253.6,78413,41.70873327922971,-87.66023258734526,2
106,East 103rd,2005-07-01,1588.8,488.9,310.4,36084,41.71061450131926,-87.60840132981531,2
108,Halsted/95th,2005-07-01,1996.5,0.0,0.0,39931,41.68358077969762,-87.64205396112311,2
111,Pullman/111th/115th,2005-07-01,5172.8,3072.4,2463.0,133595,41.69988641471572,-87.6326567541806,2
112,Vincennes/111th,2005-07-01,2684.0,1250.7,1088.7,66466,41.69156394879518,-87.69255675903614,2
119,Michigan/119th,2005-07-01,5294.2,3865.2,2982.3,143103,41.69011609228971,-87.63521464836448,2
120,Ogilvie/Wacker Express,2005-07-01,1881.9,0.0,0.0,37638,41.888464093495934,-87.62822727642276,4
121,Union/Wacker Express,2005-07-01,1728.7,0.0,0.0,34573,41.88603991634981,-87.63126987452472,4
124,Navy Pier,2005-07-01,1557.7,2510.6,2005.8,55742,41.8857488802589,-87.6256503592233,4
125,Water Tower Express,2005-07-01,3445.3,0.0,0.0,68906,41.88733831147541,-87.63450946994536,4
126,Jackson,2005-07-01,8081.1,4814.9,3557.9,207044,41.87703924742268,-87.69833780491673,5
134,Stockton/LaSalle Express,2005-07-01,1599.6,0.0,0.0,31992,41.90604431349206,-87.62789051587302,4
135,Clarendon/LaSalle Express,2005-07-01,2518.3,0.0,0.0,50365,41.91916866069651,-87.63220687363184,4
136,Sheridan/LaSalle Express,2005-07-01,1466.2,0.0,0.0,29324,41.93659799649431,-87.63807529272567,4
143,Stockton/Michigan Express,2005-07-01,971.2,0.0,0.0,19425,41.90857480745342,-87.62898823136646,4
146,Inner Drive/Michigan Express,2005-07-01,8934.3,7765.3,5990.9,253459,41.909313351541854,-87.63023937621145,4
147,Outer Drive Express,2005-07-01,12063.4,8408.8,5761.0,317878,41.94978855037187,-87.6424022204192,4
148,Clarendon/Michigan Express,2005-07-01,2209.1,0.0,0.0,44181,41.92549256585366,-87.63506511609755,4
151,Sheridan,2005-07-01,21240.2,17713.5,12777.3,590036,41.93797105971049,-87.64200677020507,4
152,Addison,2005-07-01,10239.2,6407.6,4023.5,260962,41.94578617056856,-87.77585209364548,1
155,Devon,2005-07-01,6094.3,5367.2,3854.0,171846,41.99942776973685,-87.67911623464911,6
156,LaSalle,2005-07-01,9291.9,0.0,0.0,185838,41.91054481885857,-87.63572922952854,4
157,Streeterville/Taylor,2005-07-01,3336.8,0.0,0.0,66737,41.872754388790035,-87.66236111209965,5
169,69th-UPS Express,2005-07-01,168.6,24.3,0.0,3397,41.74927048829613,-87.7551320397387,3
171,U. of Chicago/Hyde Park,2005-07-01,127.5,0.0,0.0,2551,41.793179976351354,-87.59417782770271,0
172,U. of Chicago/Kenwood,2005-07-01,299.6,0.0,0.0,5992,41.79624544061303,-87.59702345977011,0
201,Central/Ridge,2005-07-01,1450.6,1079.4,160.1,35370,42.050306421180274,-87.69875863783346,6
206,Evanston Circulator,2005-07-01,898.6,0.0,0.0,17972,42.04167457817419,-87.69702300839455,6
1,Indiana/Hyde Park,2005-08-01,2898.2,0.0,0.0,66658,41.86270845009074,-87.62751832486389,4
2,Hyde Park Express,2005-08-01,2407.2,0.0,0.0,55365,41.83797426358696,-87.60603438043478,0
3,King Drive,2005-08-01,21271.4,16223.5,9999.9,594137,41.81207199935107,-87.61900935561324,0
4,Cottage Grove,2005-08-01,23086.1,20054.2,12907.1,662826,41.79346131587302,-87.61174186507937,0
X4,Cottage Grove Express,2005-08-01,541.3,0.0,0.0,12451,41.798583813901345,-87.61315383744395,0
6,Jackson Park Express,2005-08-01,10999.8,9894.9,7228.2,321488,41.81521174333877,-87.59344591789015,0
7,Harrison,2005-08-01,5042.8,0.0,0.0,115984,41.87511370790816,-87.66249154846939,5
8,Halsted,2005-08-01,18372.3,12522.4,9592.6,511022,41.852703962273644,-87.64741231690141,5
8A,South Halsted,2005-08-01,3003.3,2695.9,2743.6,90833,41.71725633639495,-87.64205832721011,2
9,Ashland,2005-08-01,28477.7,23660.3,18354.5,823046,41.847488411901445,-87.66614635704323,5
11,Lincoln/Sedgwick,2005-08-01,3112.8,1647.5,1624.2,84682,41.99252418870968,-87.70289943387097,6
12,Roosevelt,2005-08-01,11092.6,7659.6,6406.3,311394,41.86665699568966,-87.69360280517242,5
15,Jeffery Local,2005-08-01,6835.3,5462.1,3368.3,192533,41.76439597352746,-87.58755362144275,0
18,16th/18th,2005-08-01,1287.5,923.1,789.1,36461,41.8588593442029,-87.72437428623189,5
20,Madison,2005-08-01,22272.5,14723.7,10944.5,614941,41.881294665647296,-87.69337781549439,5
21,Cermak,2005-08-01,6404.2,7200.7,4773.1,195192,41.851482421323055,-87.7081956056519,5
22,Clark,2005-08-01,19588.5,16258.9,13528.5,569685,41.94712498175182,-87.65297887226278,4
24,Wentworth,2005-08-01,2968.9,0.0,0.0,68285,41.81418132816137,-87.63115587509697,0
26,South Shore Express,2005-08-01,2367.8,0.0,0.0,54458,41.78100415245283,-87.57703864943396,0
28,Stony Island,2005-08-01,9191.8,5850.1,3715.1,249672,41.80139024593967,-87.59824213689096,0
29,State,2005-08-01,15388.7,14749.3,10845.3,456318,41.81664578911564,-87.62584710827664,0
30,South Chicago,2005-08-01,2855.8,1941.1,719.5,76325,41.70633345603752,-87.55784333645956,2
34,South Michigan,2005-08-01,5230.8,4724.1,3160.5,151846,41.685294710353865,-87.61780620314549,2
35,35th,2005-08-01,5384.1,3161.1,2039.0,144634,41.83288785258964,-87.68449886155378,5
36,Broadway,2005-08-01,14168.9,13382.7,10456.5,421241,41.93648539526542,-87.64466189454807,4
37,Sedgwick,2005-08-01,2146.3,0.0,0.0,49365,41.90034350930626,-87.63841551776649,4
39,Pershing,2005-08-01,1748.0,0.0,0.0,40203,41.824165926689574,-87.65635449026347,5
43,43rd,2005-08-01,1190.2,787.0,426.9,32231,41.816307030501086,-87.62689561220044,0
44,Wallace-Racine,2005-08-01,5355.9,2705.0,1704.5,140823,41.79913625199203,-87.64913145219123,7
47,47th,2005-08-01,11508.7,9742.9,6368.1,329145,41.80519930159706,-87.68395456142505,7
48,South Damen,2005-08-01,875.1,0.0,0.0,20128,41.77432695428572,-87.67480585428571,7
49,Western,2005-08-01,18205.0,21760.8,15631.9,568285,41.8634918214649,-87.68599027873856,5
49B,North Western,2005-08-01,5011.0,3242.7,3028.0,140336,41.99245736165577,-87.68971186056645,6
X49,Western Express,2005-08-01,11063.7,0.0,0.0,254464,41.863894052938065,-87.6859992599259,5
50,Damen,2005-08-01,7656.6,4489.0,2978.2,205970,41.91504755564648,-87.67671287397708,4
51,51st,2005-08-01,2403.7,1781.8,1205.9,67236,41.802107210526316,-87.66349260526316,7
52,Kedzie/California,2005-08-01,10545.5,7971.1,5660.4,297072,41.84108998082454,-87.70487544199425,5
52A,South Kedzie,2005-08-01,6545.1,4026.9,3334.8,179984,41.741102609879036,-87.70325261088709,7
53,Pulaski,2005-08-01,22057.1,16012.3,11682.6,618094,41.87115787077949,-87.72562793830762,5
53A,South Pulaski,2005-08-01,8289.4,3839.5,2247.2,215004,41.741355448705654,-87.72179026653883,3
54,Cicero,2005-08-01,11722.5,10669.0,6843.0,339665,41.902075903189065,-87.74587446241458,1
54A,North Cicero/Skokie Blvd.,2005-08-01,1203.2,0.0,0.0,27674,42.010730629310345,-87.74814805555555,6
54B,South Cicero,2005-08-01,4851.5,4339.4,3190.6,141705,41.80321414405987,-87.743139,3
55,Garfield,2005-08-01,12894.6,11978.2,8501.0,378492,41.79341361610738,-87.6622817771812,7
55N,55th/Narragansett,2005-08-01,822.2,160.3,0.0,19551,41.789007552962296,-87.76397602513465,3
56,Milwaukee,2005-08-01,14040.7,9373.6,6866.3,387895,41.92085398073836,-87.69395108105938,1
57,Laramie,2005-08-01,2758.4,1731.4,802.7,73579,41.89084842175573,-87.75444982633587,1
59,59th/61st,2005-08-01,3293.6,1606.5,0.0,82179,41.786643209703946,-87.65843892845395,7
60,Blue Island/26th,2005-08-01,13145.2,8721.4,7210.6,366067,41.86002097867804,-87.67448119474058,5
62,Archer,2005-08-01,13723.8,8426.9,6278.3,374468,41.831196224383916,-87.68645058819715,5
62H,Archer/Harlem,2005-08-01,1199.1,573.5,0.0,29873,41.789729205,-87.77199206833333,3
63,63rd,2005-08-01,18304.4,15484.3,12329.2,532255,41.77979564413681,-87.66852664820847,7
63W,West 63rd,2005-08-01,2198.5,783.0,568.4,55970,41.77875761893765,-87.77166333949192,3
65,Grand,2005-08-01,6491.7,4206.6,3010.1,178176,41.90243625119237,-87.70207508505564,1
66,Chicago,2005-08-01,20573.3,14549.5,10878.4,574898,41.894955418367346,-87.75548676870748,1
67,67th-69th-71st,2005-08-01,12789.9,10261.7,7859.2,366652,41.76742007088414,-87.65544472865854,7
68,Northwest Highway,2005-08-01,1208.5,701.2,360.5,32043,41.99076776470588,-87.79600088071896,6
70,Division,2005-08-01,9948.6,7181.4,5877.9,281055,41.902938229952824,-87.69604348820755,1
71,71st/South Shore,2005-08-01,10475.1,8519.5,6431.0,300730,41.74483280141287,-87.57029791679749,2
72,North,2005-08-01,15559.1,14570.6,12268.3,465215,41.91005346877602,-87.72004403746878,1
73,Armitage,2005-08-01,5314.4,2887.3,2099.3,142177,41.916391976294996,-87.68754897980685,1
74,Fullerton,2005-08-01,11897.1,9838.7,7244.0,341963,41.92451706951219,-87.72564805365853,1
75,74th-75th,2005-08-01,7100.1,5344.7,4306.0,201905,41.757461065693434,-87.62657061719383,7
76,Diversey,2005-08-01,11850.8,8108.3,6008.4,329034,41.93162639941691,-87.71702104664723,1
77,Belmont,2005-08-01,21167.8,16452.3,12423.2,602360,41.938922492341355,-87.69508701641139,1
78,Montrose,2005-08-01,8900.6,5896.6,4511.9,246349,41.96095534585153,-87.72573755109171,6
79,79th,2005-08-01,30623.2,24581.4,18477.5,876568,41.75099047742364,-87.64993755511288,7
80,Irving Park,2005-08-01,11840.6,9934.3,7723.7,342966,41.95343202188184,-87.74565515390226,1
81,Lawrence,2005-08-01,14227.9,11167.5,9147.4,408502,41.96846732520325,-87.7049734622532,6
81W,West Lawrence,2005-08-01,1765.6,1329.5,630.8,48449,41.970650863442394,-87.81219350355619,6
82,Kimball-Homan,2005-08-01,16769.5,12030.5,8674.4,468517,41.91848044162735,-87.7131730678066,1
84,Peterson,2005-08-01,3810.4,1889.3,1108.3,99630,41.99035149163449,-87.71291537451737,6
85,Central,2005-08-01,11393.2,8439.5,5752.7,318812,41.931749138020834,-87.7660684453125,1
85A,North Central,2005-08-01,982.1,420.2,0.0,24270,41.99034514150944,-87.76759155896227,6
86,Narragansett/Ridgeland,2005-08-01,1470.3,0.0,0.0,33817,41.94372222232143,-87.78625384821429,1
87,87th,2005-08-01,14708.3,10248.9,6253.2,404299,41.7363219310987,-87.61182466014897,2
88,Higgins,2005-08-01,1699.2,774.9,559.8,44420,41.98083891774892,-87.79662570779222,6
90,Harlem,2005-08-01,4942.0,4161.2,2523.7,140406,41.93290927759563,-87.806272884153,1
91,Austin,2005-08-01,8125.6,4536.2,3033.2,217167,41.922064203910615,-87.77469446834264,1
92,Foster,2005-08-01,6867.4,4291.9,2867.8,186588,41.97553821244926,-87.71099686874155,6
93,California/Dodge,2005-08-01,2927.7,1575.4,0.0,73640,41.994591682428485,-87.69917861237596,6
94,South California,2005-08-01,10486.1,5625.6,4320.5,280966,41.84402417050438,-87.6927409424342,5
96,Lunt,2005-08-01,1035.3,0.0,0.0,23811,42.007895844943825,-87.69302311460675,6
97,Skokie,2005-08-01,3406.4,2628.5,2260.2,97902,42.03062502588235,-87.72305241529412,6
100,Jeffery Manor Express,2005-08-01,715.5,0.0,0.0,16457,41.71237291281513,-87.56646247058823,2
103,West 103rd,2005-08-01,3241.7,1742.9,1190.7,86293,41.70873327922971,-87.66023258734526,2
106,East 103rd,2005-08-01,1591.8,594.6,357.1,40419,41.71061450131926,-87.60840132981531,2
108,Halsted/95th,2005-08-01,1934.8,0.0,0.0,44500,41.68358077969762,-87.64205396112311,2
111,Pullman/111th/115th,2005-08-01,5209.3,3212.0,2608.7,143097,41.69988641471572,-87.6326567541806,2
112,Vincennes/111th,2005-08-01,2653.1,1447.5,1178.3,71525,41.69156394879518,-87.69255675903614,2
119,Michigan/119th,2005-08-01,5668.2,3956.6,2962.3,158043,41.69011609228971,-87.63521464836448,2
120,Ogilvie/Wacker Express,2005-08-01,1871.3,0.0,0.0,43040,41.888464093495934,-87.62822727642276,4
121,Union/Wacker Express,2005-08-01,2062.2,0.0,0.0,47431,41.88603991634981,-87.63126987452472,4
124,Navy Pier,2005-08-01,1533.1,2534.2,1792.4,52567,41.8857488802589,-87.6256503592233,4
125,Water Tower Express,2005-08-01,3147.9,0.0,0.0,72401,41.88733831147541,-87.63450946994536,4
